aahe: aahed
mmye: blemmyes
endc: blendcorn
ndco: blendcorn
lenk: blenk
nnoe: blennoemesis
aryd: blepharydatis
hryp: blepharophryplasty
htbi: blightbird
blij: blijver
lijv: blijver
ijve: blijver
jver: blijver
ndey: blindeyes
blir: blirt
theh: blithehearted
tzbu: blitzbuggy
zbug: blitzbuggy
blks: blksize
ksiz: blksize
blod: blodite
odfl: bloodflower
odwe: bloodweed
omfe: bloomfell
somh: blossomhead
omhe: blossomhead
somr: blossomry
somt: blossomtime
ottt: blottto
wbys: blowbys
owir: blowiron
wlam: blowlamp
wups: blowups
wzed: blowzed
uejo: bluejoint
uewi: bluewing
luft: blufter
blug: bluggy
blup: blup
lutw: blutwurst
utwu: blutwurst
blvd: blvd
boae: boaedon
boag: boagane
oaga: boagane
oatk: boatkeeper
atwr: boatwright
bbej: bobbejaan
ejaa: bobbejaan
jaan: bobbejaan
binw: bobbinwork
bfly: bobfly
bfli: bobflies
obiz: bobization
bobj: bobjerom
bjer: bobjerom
bocs: bocstaff
ocst: bocstaff
oddh: boddhisattva
attw: bodhisattwa
ttwa: bodhisattwa
odyc: bodycheck
odyh: bodyhood
odyk: bodykins
dypl: bodyplate
dken: bodken
bodw: bodword
boeb: boebera
oedr: boedromion
boei: boeing
oerd: boerdom
oerh: boerhavia
rhav: boerhavia
geyi: bogeying
bogf: bogfern
gfer: bogfern
bogh: boghole
ogij: bogijiab
giji: bogijiab
jiab: bogijiab
ogyl: bogyland
gusn: bogusness
ohir: bohireen
ydek: boydekyn
deky: boydekyn
ekyn: boydekyn
boie: boiette
boyg: boyg
boii: boii
boik: boiko
lerh: boilerhouse
boyu: boyuna
yuna: boyuna
boji: bojite
ojit: bojite
bojo: bojo
kark: bokark
bokm: bokmakierie
boxa: bolboxalis
lyai: bolyaian
yaia: bolyaian
bolk: bolk
viks: bolsheviks
oltc: boltcutter
oltw: boltwork
mbax: bombax
ylii: bombyliidae
byxe: bombyxes
ombp: bombproof
ducn: bonducnut
ucnu: bonducnut
cnut: bonducnut
onyf: bonyfish
nyfi: bonyfish
bonj: bonjour
nnaz: bonnaz
nycl: bonnyclabber
nnyv: bonnyvis
nyvi: bonnyvis
yvis: bonnyvis
onnw: bonnwis
nnwi: bonnwis
bonx: bonxie
onxi: bonxie
obya: boobyalla
byal: boobyalla
boof: boof
giew: boogiewoogie
woog: boogiewoogie
booj: boojum
ooju: boojum
okcr: bookcraft
okde: bookdealer
okfa: bookfair
kfai: bookfair
okfo: bookfold
okfu: bookful
klov: booklover
okme: bookmen
okpr: bookpress
kpre: bookpress
oksy: booksy
okwr: bookwright
oomd: boomdas
mdas: boomdas
ozeh: boozehound
ozif: boozify
orow: borowolframic
orzi: borzicactus
hneg: boschneger
bosj: bosjesman
osje: bosjesman
sjes: bosjesman
jesm: bosjesman
osss: bossship
tryx: bostryx
ycym: botrycymose
omch: bottomchrome
mryi: bottomrying
udeu: boudeuse
boue: bouet
nceb: bounceback
tylk: boutylka
ylka: boutylka
bouw: bouw
bovl: bovld
ovld: bovld
bovv: bovver
ovve: bovver
wdic: bowdichia
rmay: bowermay
owfr: bowfront
wfro: bowfront
owge: bowge
wief: bowieful
iefu: bowieful
wkai: bowkail
owlm: bowlmaker
wlma: bowlmaker
wral: bowralite
wsaw: bowsaw
owss: bowssen
wsse: bowssen
xbal: boxball
boxk: boxkeeper
oxke: boxkeeper
xkee: boxkeeper
boxl: boxlike
boxr: boxroom
oxro: boxroom
oxty: boxty
xwal: boxwallah
ozal: bozal
bozi: bozine
braa: braata
abej: brabejum
hyax: brachyaxis
hycn: brachycnemic
chyf: brachyfacial
hyfa: brachyfacial
hyhi: brachyhieric
hypy: brachypyramid
ypyr: brachypyramid
hyrr: brachyrrhinia
yscl: brachysclereid
hytm: brachytmema
ytme: brachytmema
ctei: bracteiform
dyac: bradyacousia
ycau: bradycauma
dyci: bradycinesia
dycr: bradycrotic
dyda: bradydactylia
adye: bradyesthesia
dygl: bradyglossia
dypu: bradypus
dytr: bradytrophic
adyu: bradyuria
dyur: bradyuria
dsot: bradsot
aehe: braehead
agoz: bragozzo
hmah: brahmahood
hmap: brahmapootra
aies: braies
ashj: brainwashjng
shjn: brainwashjng
hjng: brainwashjng
hihy: branchihyal
braq: braquemard
atwu: bratwurst
wlys: brawlys
zilw: brazilwood
dthe: breadthen
akba: breakback
akst: breakstone
hesf: breechesflower
esfl: breechesflower
eeku: breekums
ekum: breekums
ezef: breezeful
eisl: breislakite
aupt: breithauptite
ekky: brekky
ekkl: brekkle
kkle: brekkle
emss: bremsstrahlung
msst: bremsstrahlung
rahl: bremsstrahlung
nnsc: brennschluss
rerd: brerd
eunn: breunnerite
brez: brezhnev
rezh: brezhnev
ezhn: brezhnev
zhne: brezhnev
hnev: brezhnev
iarw: briarwood
ibem: bribemonger
ibew: bribeworthy
ckki: brickkiln
kkil: brickkiln
kred: brickred
geke: bridgekeeper
ggsi: briggsian
gsia: briggsian
htey: brighteyes
mmim: brimmimg
mimg: brimmimg
yndz: bryndza
rynh: brynhild
ynhi: brynhild
njal: brinjal
jaul: brinjaul
rynz: brynza
ynza: brynza
zkas: britzkas
oadg: broadgage
adta: broadtail
odek: brodekin
odeq: brodequin
rolg: brolga
mcam: bromcamphor
omcr: bromcresol
romg: bromgelatin
omge: bromgelatin
mgel: bromgelatin
omok: bromoketone
opik: bromopikrin
romt: bromthymol
mvoe: bromvoel
mvog: bromvogel
oego: bronchoegophony
oncs: broncs
ngni: brongniardite
ronx: bronx
zesm: bronzesmith
nzew: bronzewing
onzy: bronzy
nzif: bronzify
dsac: broodsac
okfl: brookflower
oomc: broomcorn
mrap: broomrape
omsq: broomsquire
msqu: broomsquire
mtai: broomtail
owac: browache
wpos: browpost
wzer: browzer
brrr: brrr
rugn: brugnatellite
bruy: bruyere
ruje: brujeria
ujos: brujos
bruk: bruke
shbi: brushbird
hpop: brushpopper
bruz: bruzz
ruzz: bruzz
bskt: bskt
btry: btry
buat: buat
buaz: buaze
uaze: buaze
bbyb: bubbybush
bybu: bubbybush
bube: bube
ocez: bubonoceze
ceze: bubonoceze
bubu: bubukle
kley: buckleya
ktee: buckteeth
ucrn: bucrnia
crni: bucrnia
budb: budbreak
udbr: budbreak
dhah: buddhahood
dhic: buddhic
ddho: buddhology
bude: bude
ygah: budgerygah
budh: budh
budm: budmash
budt: budtime
udti: budtime
uduk: budukha
ukha: budukha
dzar: budzart
dzat: budzat
bufa: bufagin
ufag: bufagin
fbar: buffbar
fcoa: buffcoat
bufi: bufidin
ufid: bufidin
fota: bufotalin
bugd: bugdom
bugf: bugfish
ugfi: bugfish
ginv: buginvillaea
bugp: bugproof
ugpr: bugproof
bugr: bugre
uhlb: buhlbuhl
hlbu: buhlbuhl
lbuh: buhlbuhl
uhls: buhls
uhrm: buhrmill
hrmi: buhrmill
hrst: buhrstone
buib: buibui
uyid: buyides
buir: buirdly
bukh: bukh
dnon: bukidnon
ulby: bulby
lbli: bulblike
bulc: bulchin
buld: bulder
ulgy: bulgy
lbeg: bullbeggar
llgi: bullgine
lhid: bullhide
lyhu: bullyhuff
yhuf: bullyhuff
lpup: bullpup
llsk: bullskin
llsn: bullsnake
lsna: bullsnake
llsu: bullsucker
lsuc: bullsucker
buln: bulnbuln
ulnb: bulnbuln
lnbu: bulnbuln
ulre: bulreedy
lree: bulreedy
ltey: bultey
ltow: bultow
bumc: bumclock
mfeg: bumfeg
umfs: bumfs
mfuz: bumfuzzle
umsu: bumsucking
bumt: bumtrap
bumw: bumwood
ndts: bundts
nyip: bunyip
bunj: bunjara
koed: bunkoed
bunu: bunuelo
unue: bunuelo
uoys: buoys
lmum: buphthalmum
burf: burfish
urgg: burggrave
rggr: burggrave
rghb: burghbote
ghem: burghemot
rghs: burghs
rgwa: burgware
rgwe: burgwere
urhm: burhmoot
rhmo: burhmoot
rntl: burntly
rntw: burntweed
urrb: burrbark
rrba: burrbark
urrg: burrgrailer
urrk: burrknot
rrkn: burrknot
rrst: burrstone
usao: busaos
usby: busby
usbi: busbies
hbab: bushbaby
helw: bushelwoman
hham: bushhammer
hpig: bushpig
ushv: bushveld
shve: bushveld
wahs: bushwahs
usyc: busycon
usyh: busyhead
busl: busload
uslo: busload
usuu: busuuti
suut: busuuti
uuti: busuuti
busw: busway
rjag: butterjags
uttg: buttgenbachite
ttge: buttgenbachite
buve: buvette
uxeo: buxeous
buxi: buxine
buxu: buxus
buza: buzane
buzy: buzylene
uzyl: buzylene
zbom: buzzbomb
zerp: buzzerphone
uzzg: buzzgloak
zzgl: buzzgloak
zglo: buzzgloak
uzzs: buzzsaw
zzsa: buzzsaw
zsaw: buzzsaw
caap: caapeba
aape: caapeba
apeb: caapeba
aati: caatinga
baan: cabaan
bagy: cabbagy
cabf: cabful
abfu: cabful
biai: cabiai
binl: cabinlike
euva: cabreuva
ajao: cacajao
cidr: cacidrosis
cocn: cacocnemia
ixls: cacomixls
ddii: caddiing
sfly: caddisfly
sfli: caddisflies
ddoa: caddoan
detc: cadetcy
adgy: cadgy
diue: cadiueio
iuei: cadiueio
ueio: cadiueio
cadj: cadjan
dmia: cadmia
dmid: cadmide
dmif: cadmiferous
dmop: cadmopone
admu: cadmus
dmus: cadmus
cece: caducecei
ucei: caducei
ecec: caecectomy
aerp: caerphilly
feol: caffeol
feon: caffeone
ffoy: caffoy
cafh: cafh
cafo: cafoy
afoy: cafoy
geyn: cageyness
cagg: caggy
cagm: cagmag
ahiz: cahiz
cahn: cahnite
ahok: cahokia
ahuy: cahuy
ilce: cailcedra
ueje: caiquejee
goru: cairngorum
yuco: cayuco
ayuv: cayuvava
caix: caixinha
aixi: caixinha
xinh: caixinha
juns: cajuns
caka: cakavci
cakc: cakchikel
caky: caky
mumi: calamumi
calb: calbroben
oarg: calcareoargillaceous
lcei: calceiform
lceu: calceus
lcyd: calcydon
ciof: calcioferrite
ciov: calciovolborthite
ipex: calcipexy
lciv: calcivorous
lcsi: calcsinter
lcut: calcutta
lefy: calefy
lfbo: calfbound
alfd: calfdozer
fdoz: calfdozer
alfk: calfkill
fkil: calfkill
ibog: calibogus
alyo: calyon
ipev: calipeva
peva: calipeva
phsh: caliphship
psoe: calypsoes
lsou: calsouns
umny: calumny
alxe: calxes
lxes: calxes
lzad: calzada
lzoo: calzoons
maxt: camaxtli
axtl: camaxtli
xtli: camaxtli
mbev: cambeva
mbyu: cambyuskan
byus: cambyuskan
yusk: cambyuskan
camd: camden
lhai: camelhair
melr: camelry
mikn: camiknickers
ikni: camiknickers
mpcr: campcraft
pfig: campfight
mpwa: campward
camw: camwood
cuas: canacuas
najo: canajong
canb: canberra
ancc: canccelli
ncce: canccelli
ndyh: candyh
ytuf: candytuft
ezou: canezou
canj: canjac
noew: canoewood
nsos: cansos
vasl: canvaslike
vasm: canvasman
caob: caoba
caoi: caoine
caon: caon
tivl: capacitativly
ivly: capacitativly
capc: capcase
apib: capibara
capk: capkin
apmi: capmint
pocc: capocchia
ppuc: cappuccino
proy: caproyl
puci: capucine
baos: carabaos
bazy: carbazylic
biny: carbinyl
boaz: carboazotine
bolf: carbolfuchsin
lfuc: carbolfuchsin
bolx: carbolxylol
olxy: carbolxylol
lxyl: carbolxylol
bomy: carbomycin
nieu: carbonnieux
xydo: carboxydomonas
lhos: carcavelhos
harh: carcharhinus
ielc: cardielcosis
diok: cardiokinetic
rduu: carduus
duus: carduus
rfax: carfax
riyo: cariyo
ylei: carlyleian
tweb: carpetweb
piod: carpiodes
rpsu: carpsucker
carq: carquaise
rryk: carryke
rtob: cartobibliography
rvyl: carvyl
voei: carvoeira
voep: carvoepra
oepr: carvoepra
carz: carzey
rzey: carzey
asek: casekeeper
shdr: cashdrawer
iroa: casimiroa
casl: caslon
sady: cassady
siep: cassiepeia
peiu: cassiopeium
eium: cassiopeium
ssiq: cassique
casw: caswellite
casz: casziel
aszi: casziel
szie: casziel
ziel: casziel
tadu: catadupe
cteg: cataracteg
actw: cataractwise
wbas: catawbas
atcl: catclaw
catd: catdom
esbe: catesbeiana
catj: catjang
toct: catoctin
atsl: catslide
catv: catvine
tvin: catvine
ubog: cauboge
ghna: caughnawaga
hnaw: caughnawaga
uliv: caulivorous
cauq: cauqui
avay: cavayard
vaya: cavayard
cavd: cavdia
avdi: cavdia
vdia: cavdia
avek: cavekeeper
aviy: caviya
viya: caviya
avyy: cavyyard
vyya: cavyyard
yyar: cavyyard
avum: cavum
cawq: cawquaw
awqu: cawquaw
xiri: caxiri
caxo: caxon
azib: cazibi
zibi: cazibi
orck: cchaddoorck
cckw: cckw
ccws: ccws
lrai: cebalrai
iido: cecidomyiidous
eduo: ceduous
ceen: ceennacuelum
eyss: ceyssatite
ceyx: ceyx
eltu: celtuce
ltuc: celtuce
pomu: centropomus
osoy: centrosoyus
soyu: centrosoyus
oyus: centrosoyus
rutr: centrutra
ceon: ceonocyte
ldem: cephaldemae
lhem: cephalhematoma
toza: ceratozamia
ynea: cerynean
spip: cesspipe
stuy: cestuy
ceza: cezannesque
affc: chaffcutter
fwax: chaffwax
chaj: chaja
aksi: chaksi
aziu: chalazium
ihui: chalchihuitl
ldae: chaldaei
ybeo: chalybeous
alkc: chalkcutter
lkcu: chalkcutter
lkog: chalkography
lkon: chalkone
lkot: chalkotheke
alkp: chalkpit
lkpi: chalkpit
lkra: chalkrail
halq: chalque
maeb: chamaebatia
aeba: chamaebatia
aecy: chamaecyparis
cypa: chamaecyparis
aepe: chamaepericlymenum
aepr: chamaeprosopic
mkan: chamkanni
moix: chamoix
celr: chancelry
noyu: chanoyu
teym: chanteyman
ukah: chanukah
haog: chaogenous
aoge: chaogenous
ouia: chaouia
lanr: chaplanry
hapw: chapwoman
argf: chargfaires
gfai: chargfaires
iotm: chariotman
iotw: chariotway
ruas: charruas
eaub: chateaubriand
rerz: chattererz
udfr: chaudfroid
lmau: chaulmaugra
mugr: chaulmugra
avib: chavibetol
eapj: cheapjack
eekp: cheekpiece
ekpi: cheekpiece
esef: cheeseflower
eesy: cheesy
heew: cheewink
hefr: chefrinia
hefs: chefs
hegr: chegre
heha: chehalis
khov: chekhov
hekk: chekker
hekm: chekmak
emaw: chemawinite
emeh: chemehuevi
mehu: chemehuevi
huev: chemehuevi
mizo: chemizo
evix: chenevixite
vixi: chenevixite
rybl: cherryblossom
rsyd: chersydridae
vesn: chevesne
vreu: chevreuil
reui: chevreuil
hevv: chevvy
hiao: chiao
hyaz: chyazic
hitu: chichituna
kenp: chickenpox
iefa: chiefage
efag: chiefage
iefr: chiefry
efsh: chiefship
ffch: chiffchaff
frob: chiffrobe
ggak: chiggak
hihf: chihfu
ihfu: chihfu
ylaq: chylaqueous
ildk: childkind
ldki: childkind
ildm: childminder
ildp: childproof
iaed: chiliaedron
hilv: chilver
lakw: chimalakwe
ymaq: chymaqueous
mlas: chimlas
eypi: chimneypiece
himu: chimu
nafy: chinafy
asuy: chinchasuyu
suyu: chinchasuyu
gpaw: chingpaw
hinh: chinhwan
inhw: chinhwan
nhwa: chinhwan
novn: chinovnik
ovni: chinovnik
hinq: chinquapin
ntzy: chintzy
ewya: chipewyan
irpy: chirpy
istk: chistka
stka: chistka
hiul: chiule
iule: chiule
iurm: chiurm
ivyi: chivying
hivw: chivw
chiw: chiwere
hiwe: chiwere
hkal: chkalik
hlad: chladnite
adni: chladnite
dnit: chladnite
ydop: chlamydophore
leuh: chleuh
buci: chlorambucil
zepo: chlordiazepoxide
oroq: chloroquine
enpy: chlorprophenpyridamine
chmn: chmn
hnup: chnuphis
hoak: choak
obda: chobdar
ogse: chogset
hoia: choiak
oiak: choiak
oicy: choicy
oirg: choirgirl
oirl: choirlike
hoyr: choyroot
oirw: choirwise
okid: chokidar
ioit: cholangioitis
ystg: cholecystgastrostomy
ystn: cholecystnephrostomy
stoj: cholecystojejunostomy
oepu: choloepus
holr: cholralosed
olra: cholralosed
tawo: chontawood
opfa: chopfallen
regy: choregy
horg: chorgi
ioad: chorioadenoma
oryo: choryos
oucr: choucroute
houf: choufleur
houq: chouquette
houx: choux
howh: chowhound
hoza: chozar
emze: chremzel
emzl: chremzlach
mzla: chremzlach
ysao: chrysaor
ysoa: chrysoaristocracy
ysoe: chrysoeriol
ysoh: chrysohermidin
omlo: chrisomloosing
mloo: chrisomloosing
masb: christmasberry
romd: chromdiagnosis
moct: chromoctye
ctye: chromoctye
naxy: chronaxy
oncm: chroncmeter
ncme: chroncmeter
cmet: chroncmeter
oniq: chronique
copv: chronoscopv
kfar: chuckfarthing
hude: chude
huhr: chuhra
uhra: chuhra
chuj: chuje
hukc: chukchi
ukch: chukchi
hulh: chulha
hulp: chulpa
umaw: chumawi
mpiv: chumpivilca
vilc: chumpivilca
hupo: chupon
rnmi: churnmilk
urrw: churrworm
rrwo: churrworm
zpad: chutzpadik
zpan: chutzpanik
chuu: chuumnapm
huum: chuumnapm
uumn: chuumnapm
mnap: chuumnapm
napm: chuumnapm
chuz: chuzwi
huzw: chuzwi
uzwi: chuzwi
cyaa: cyaathia
yaat: cyaathia
aath: cyaathia
yanb: cyanbenzyl
yanm: cyanmethemoglobin
ciao: ciao
cyap: cyaphenine
biaf: cibophobiafood
iafo: cibophobiafood
orgs: cyborgs
sbeo: cicisbeo
thrs: cyclarthrsis
hrsi: cyclarthrsis
claz: cyclazocine
cicr: cicrumspections
ygnu: cygnus
cyke: cyke
liiu: ciliium
baef: cymbaeform
cimc: cimcumvention
imcu: cimcumvention
imex: cimex
cymi: cymiferous
ciml: cimline
cimn: cimnel
ymra: cymraeg
mrae: cymraeg
ymry: cymry
cymt: cymtia
ymti: cymtia
cyng: cynghanedd
yngh: cynghanedd
cynh: cynhyena
ynhy: cynhyena
nhye: cynhyena
ynox: cynoxylon
cypt: cyptozoic
ircs: circs
rcue: circue
umca: circumcallosal
mcal: circumcallosal
mcel: circumcellion
mcir: circumcircle
mcol: circumcolumnar
mdat: circumdate
mdic: circumdiction
mges: circumgestation
umjo: circumjovial
mjov: circumjovial
mneu: circumneutral
mnuc: circumnuclear
msai: circumsail
umto: circumtonsillar
mton: circumtonsillar
mtro: circumtropical
umum: circumumbilical
mvas: circumvascular
mves: circumvest
mvoi: circumvoisin
cumz: circumzenithal
umze: circumzenithal
mzen: circumzenithal
cusy: circusy
cirl: cirl
cirm: cirmcumferential
irmc: cirmcumferential
rmcu: cirmcumferential
cisg: cisgangetic
cisj: cisjurane
sjur: cisjurane
cisr: cisrhenane
ityb: citybuster
ityc: citycism
tyci: citycism
ityd: citydom
hgou: cytopahgous
ernh: citternhead
ciud: ciudad
iuda: ciudad
cyul: cyul
civy: civy
cywy: cywydd
ywyd: cywydd
wydd: cywydd
ciwi: ciwies
cixo: cixo
cyzi: cyzicene
yzic: cyzicene
zice: cyzicene
ckdi: clackdish
yier: clayier
ayoq: clayoquot
yoqu: clayoquot
clak: clake
clal: clallam
amcr: clamcracker
mfry: clamjamfry
mfri: clanjamfrie
clao: claosaurus
apbr: clapbread
pdis: clapdish
rdud: clapperdudgeon
euxs: clarenceuxship
uxsh: clarenceuxship
rksv: clarksville
ksvi: clarksville
aspt: claspt
avih: claviharp
avuv: clavuvi
vuvi: clavuvi
lawh: clawhammer
lemc: clemclemalats
emcl: clemclemalats
mcle: clemclemalats
wgar: clewgarnet
ndrd: clinandrdria
noax: clinoaxis
iquy: cliquy
thci: clistothcia
hcia: clistothcia
ytem: clytemnestra
livu: clivus
kmut: clockmutch
lodb: clodbreaker
odbr: clodbreaker
lodk: clodknocker
cloe: cloes
logd: clogdogdo
ghad: cloghad
ogwy: clogwyn
loky: cloky
esbr: clothesbrush
syar: clothesyard
oudc: cloudcap
udsc: cloudscape
udsh: cloudship
wnad: clownade
clox: cloxacillin
cloz: cloze
bfel: clubfellow
bmob: clubmobile
cluf: cluff
clui: cluing
peio: clupeiod
peod: clupeodei
lupp: cluppe
cmdg: cmdg
cmdr: cmdr
cnib: cnibophore
chwr: coachwright
coah: coahuiltecan
oahu: coahuiltecan
oaid: coaid
oait: coaita
oalr: coalrake
oatd: coatdress
imun: coatimundi
oaug: coaugment
oaxy: coaxy
obbr: cobbra
obbs: cobbs
cobc: cobcab
obew: cobewail
obhe: cobhead
caig: cocaigne
ocao: cocao
ccyd: coccydynia
cydy: coccydynia
cyga: coccygalgia
ygec: coccygectomy
ccyo: coccyodynia
cyod: coccyodynia
cyxe: coccyxes
ccyz: coccyzus
cyzu: coccyzus
yzus: coccyzus
hleo: cochleous
iodu: cochliodus
ytea: cocytean
ckai: cockaigne
kaig: cockaigne
kyol: cockyolly
yoll: cockyolly
kpad: cockpaddle
ksfo: cocksfoot
oawo: cocoawood
oyam: cocoyam
ocov: cocovenantor
ocoz: cocozelle
ocuy: cocuyo
cuiz: cocuiza
uiza: cocuiza
cusw: cocuswood
uswo: cocuswood
codb: codbank
decs: codecs
iaeu: codiaeum
codm: codman
odsw: codswallop
dswa: codswallop
codw: codworm
oeds: coeds
coeh: coehorn
oelh: coelho
oelt: coeltera
oenj: coenjoy
nunu: coenunuri
vedc: coevolvedcoevolves
dcoe: coevolvedcoevolves
ofeo: cofeoffee
eecu: coffeecup
ofig: cofighter
cofu: cofunction
cogb: cogboat
cogh: coghle
ogid: cogida
ogsw: cogswellia
gswe: cogswellia
ohue: cohue
ohus: cohusband
coyd: coydog
ydog: coydog
oifi: coifing
oifs: coifs
oyny: coynye
ynye: coynye
oisl: coislander
oisn: coisns
isns: coisns
coyu: coyure
oyur: coyure
coix: coix
ojoi: cojoin
ojon: cojones
ojus: cojusticiar
coky: coky
cokn: cokneyfy
coku: cokuloris
ldsl: coldslaw
ldtu: coldturkey
colf: colfox
olfo: colfox
icwe: colicweed
cwee: colicweed
ymbu: colymbus
ipye: colipyelitis
ipyu: colipyuria
colk: colk
giug: collegiugia
iugi: collegiugia
ylyr: collylyria
oquq: colloququia
ququ: colloququia
olna: colnaria
elci: colonelcies
pexo: colopexotomy
susw: colossuswise
ltsk: coltskin
mnea: columnea
umnw: columnwise
colv: colville
lzas: colzas
mbfl: combflower
mbwi: combwise
mbwr: combwright
bwri: combwright
omdg: comdg
omdr: comdr
omdt: comdt
mfin: comfiness
omiq: comique
mitj: comitje
itje: comitje
coml: coml
rciu: commercium
munb: communbus
omoq: comoquer
mpaa: compaa
ompd: compd
mpup: compupil
comv: comvia
omvi: comvia
ertg: concertgoer
rtgo: concertgoer
tstc: concertstck
stck: concertstck
hucu: conchucu
oncn: concn
ncrf: concrfsce
crfs: concrfsce
rfsc: concrfsce
fsce: concrfsce
niia: condominiia
niiu: condominiiums
irmm: confirmment
onyg: conyger
nyge: conyger
nyng: conynge
onyz: conyza
nyza: conyza
njeg: conjegates
jega: conjegates
njob: conjobble
juct: conjuctiva
xivu: connexivum
nnix: connixation
nixa: connixation
onns: conns
onoy: conoy
nrey: conrey
ionk: contakionkia
ontd: contd
plam: contemplamen
mptf: contemptful
nuua: continuua
ariw: contrariwise
asug: contrasuggestible
ontt: conttinua
ntti: conttinua
nuze: conuzee
nuzo: conuzor
uzor: conuzor
vexl: convexly
vexn: convexness
cood: coodle
oeed: cooeed
oeei: cooeeing
oees: cooees
oeyi: cooeying
coog: cooghneiorvlt
oogh: cooghneiorvlt
eior: cooghneiorvlt
iorv: cooghneiorvlt
orvl: cooghneiorvlt
rvlt: cooghneiorvlt
cooh: coohee
ohee: coohee
cooj: cooja
njin: coonjine
riei: coorieing
oosu: coosuc
aibi: copaibic
paif: copaifera
paiy: copaiye
aiye: copaiye
palj: copaljocote
ljoc: copaljocote
peog: copeognatha
pycu: copycutter
opym: copyman
pyma: copyman
pywi: copywise
opps: copps
ralr: coralroot
rcyr: corcyraean
rfio: corfiote
rylu: corylus
ymbs: corymbs
ynef: coryneform
rypp: corypphaei
ppha: corypphaei
ytub: corytuberine
yzal: coryzal
yzas: coryzas
rkir: corkir
ornd: corndodger
nerc: cornercap
rnlo: cornloft
rnmu: cornmuse
rnri: cornrick
rnsa: cornsack
rnub: cornubianite
nutu: cornutus
oroj: corojo
orpn: corpn
rpsb: corpsbruder
psbr: corpsbruder
brud: corpsbruder
uptf: corruptful
orsn: corsned
orvk: corvktte
rvkt: corvktte
vktt: corvktte
ktte: corvktte
osaq: cosaque
osav: cosavior
gygy: cosmologygy
osou: cosounding
snen: cossnent
stox: costoxiphoid
umey: costumey
tusr: costusroot
cosw: coswearer
cotb: cotbetty
otef: coteful
urnn: cothurnni
rnni: cothurnni
tytt: cotyttia
ytti: cotyttia
cotm: cotman
tonp: cottonpicking
ouei: coueism
ghwe: coughweed
ougn: cougnar
couh: couhage
rbew: counterbewitch
rbuf: counterbuff
rerm: counterermine
rhaf: counterhaft
rrui: counterruin
rvib: countervibration
ntys: countys
oupu: coupure
rtby: courtby
urtc: courtcraft
zanr: courtezanry
rtno: courtnoll
wbyr: cowbyre
wlst: cowlstaff
wpoc: cowpock
cowq: cowquake
owqu: cowquake
wroi: cowroid
wsuc: cowsucker
wthw: cowthwort
owwh: cowwheat
wwhe: cowwheat
xank: coxankylometer
coxb: coxbones
xbon: coxbones
ombh: coxcombhood
coxy: coxy
oxof: coxofemoral
xofe: coxofemoral
cpus: cpus
cput: cputime
rabc: crabcatcher
abca: crabcatcher
abfi: crabfish
rabg: crabgrass
abgr: crabgrass
abmi: crabmill
abwi: crabwise
ckaj: crackajack
khem: crackhemp
aigm: craigmontite
isey: craisey
craj: crajuru
mpbi: crampbit
ankd: crankdisk
nkdi: crankdisk
ranr: cranreuch
nreu: cranreuch
taeg: crataegus
aegu: crataegus
taev: crataeva
awta: crawtae
wtae: crawtae
wthu: crawthumper
crax: crax
azyc: crazycat
zyca: crazycat
azyw: crazyweed
zywe: crazyweed
crca: crcao
rcao: crcao
crch: crche
mcak: creamcake
mlai: creamlaid
msac: creamsacs
reaz: creaze
ditl: creditless
eksi: creekside
ekst: creekstuff
kstu: creekstuff
eirg: creirgist
etef: cretefaction
creu: creutzer
rewc: crewcut
